"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000121446"	10.9541970438943	-4.9727422212858	1.24998461580945	-3.97824273866412	6.94264750356738e-05	0.005911451819262
"ENSG00000228309"	3.47627673804456	-5.53438512310565	1.7384971222528	-3.18343070705462	0.00145540943911627	0.040054480619267
"ENSG00000047410"	1411.73932697459	1.79163415465451	0.546788679781297	3.27664822060895	0.00105047159675474	0.0327561853212267
"ENSG00000285894"	6.39347066753956	-6.41440124970123	1.64987140409864	-3.88781891350227	0.000101149042662507	0.00737786775868029
"ENSG00000231175"	3.54663400768842	-5.5617616251191	1.70064183078048	-3.27038975782845	0.00107399394807518	0.0330939257766565
"ENSG00000285638"	7.48605682503686	-4.48754968845262	1.24249395374376	-3.61172758622379	0.000304163986016043	0.0158629122807017
"ENSG00000227240"	12.1012274194675	-3.25581789547501	1.01791490589701	-3.19851676855632	0.00138136499277868	0.038628224013882
"ENSG00000116833"	12.5119439436069	-3.7184407578008	1.04891127019737	-3.54504795920545	0.00039254165619178	0.0184432691212088
"ENSG00000143851"	96.555430447946	-5.84873041215299	1.05038472863913	-5.56817921346832	2.57414999197668e-08	1.91783367795091e-05
"ENSG00000133069"	776.588362443419	1.7939156942765	0.395400625655226	4.53695714644802	5.70716978403247e-06	0.00109902939393732
"ENSG00000285417"	9.42407230678689	-5.77409053699196	1.64450375292696	-3.51114463966104	0.000446181560283644	0.0197349329148884
"ENSG00000203710"	43.7984669228209	-4.07246950811245	1.1472773572423	-3.54968175951926	0.000385697104921054	0.0182864256949048
"ENSG00000283518"	6.35505051307628	-5.80168816499808	1.46759772833422	-3.95318693466719	7.71171421094396e-05	0.00623542907575589
"ENSG00000197520"	7.69741078727353	-3.6216948191319	1.16276152775273	-3.1147356811259	0.0018410980904671	0.0466672506260441
"ENSG00000236975"	10.4282558118362	-3.87482524684859	1.25052450492691	-3.09856002947745	0.0019446356995176	0.0484093619661535
"ENSG00000183780"	23.9672190555738	-3.37230394163764	1.02035695612716	-3.30502371879489	0.000949683626666873	0.0307629660495305
"ENSG00000234464"	7.62914511669975	-6.6704898279087	1.44028638150049	-4.63136353546535	3.63265394100602e-06	0.000808671016833736
"ENSG00000182901"	26.0240802725151	-3.75939434039054	1.0381973446375	-3.62107874751228	0.000293377192769429	0.0154549030766744
"ENSG00000180287"	17.0380388407758	-2.97981553345621	0.902500467583421	-3.30173295248822	0.000960895066182083	0.0309818113997286
"ENSG00000223519"	26.8317267335104	-2.31748491874428	0.65874907718486	-3.51800859994821	0.000434798271544617	0.0195060790165425
"ENSG00000186487"	16.3343150004694	-3.53494530314613	1.03439874924221	-3.41739131619775	0.000632243321745841	0.0242103664214986
"ENSG00000287291"	15.3513085069857	-2.24206139496611	0.716057588730802	-3.13111882375288	0.00174141685838142	0.0450715844698446
"ENSG00000115155"	24.1709630795777	-5.16963190784599	1.10636484132251	-4.67262851706892	2.97369326885616e-06	0.000722795328430699
"ENSG00000157884"	8.81440570180012	-4.30373706009903	1.21501014405321	-3.54214084644758	0.00039689349190603	0.0185001885818528
"ENSG00000234072"	321.938342625287	-1.52066089468144	0.490440682235742	-3.10060105077192	0.00193128303472154	0.0483075484260504
"ENSG00000189350"	26.5654373245496	-2.23397211797589	0.669052914892388	-3.33900662899766	0.000840785578753694	0.0283213635715526
"ENSG00000152689"	3977.50374928924	1.30049875505782	0.394552821779247	3.29613345354669	0.00098025438348085	0.0315086081568475
"ENSG00000228262"	27.0720230001612	-3.95895768049104	0.811944521899809	-4.87589678076498	1.08315238827564e-06	0.000332288852526737
"ENSG00000234690"	32.0122904859314	-3.06520366651529	0.871821850363946	-3.51586010976406	0.000438331873873204	0.0195391584470871
"ENSG00000179915"	19.6112041907277	-2.78898235160626	0.732834261531968	-3.80574776317905	0.000141376408011851	0.00933307989726335
"ENSG00000115306"	3224.96512774942	2.30890200895651	0.589140067729478	3.91910537990554	8.88782514100927e-05	0.00681650442156597
"ENSG00000228590"	9.02331064020706	-4.10848544545125	1.17175687671943	-3.50626100608327	0.000454449347827818	0.0198934304954577
"ENSG00000287474"	5.80080241233999	-6.27008206448872	1.51523635024682	-4.13802246987235	3.50312071012894e-05	0.00384624216494736
"ENSG00000227088"	17.7801341118903	-4.68104627309447	1.16471672539753	-4.01904271744428	5.84350767285477e-05	0.00531794519638332
"ENSG00000284879"	4.78544888448099	-4.76534232919397	1.54025046108925	-3.09387495707935	0.00197560733388857	0.0488886649967373
"ENSG00000283659"	6.99752287807686	-6.5456399074598	1.60292943623377	-4.0835483830401	4.43531894221173e-05	0.00436439568176787
"ENSG00000158050"	216.620069871066	-1.58971583030146	0.49444419085581	-3.2151572608223	0.00130373077851059	0.0371717877869411
"ENSG00000168754"	656.642374205132	-3.55433619764517	0.851410963361173	-4.17464227100562	2.98454658202859e-05	0.00343981360484522
"ENSG00000168658"	14.6638448668204	-4.81337258414638	1.21248399807343	-3.96984421385731	7.19196393149585e-05	0.00604965966027963
"ENSG00000237880"	4.04786353691336	-5.7572820086024	1.6748033864476	-3.4375867968682	0.000586922580294976	0.0232771710029154
"ENSG00000153093"	25.8834453237215	-4.42706298313935	0.898958954812438	-4.92465530204661	8.45091893516246e-07	0.000289007573617089
"ENSG00000125538"	14.0047951200204	-4.8341002339907	1.41355065058699	-3.41982809882566	0.00062660718431423	0.0241620193567082
"ENSG00000286481"	32.6111098312061	-2.84503552592903	0.872059280304045	-3.26243363287999	0.00110460033815463	0.0336395148237136
"ENSG00000176601"	27.2858023137776	-4.09299918422048	0.737773801524691	-5.54776975783343	2.89336543086218e-08	2.08132745700745e-05
"ENSG00000168702"	34.3398952292008	-2.97387693885977	0.718084812026099	-4.14140069397774	3.45191321278256e-05	0.0038303383793541
"ENSG00000123610"	16.0257785398103	-3.90229228019588	1.06164151972658	-3.67571558542745	0.00023718364900581	0.013124371623104
"ENSG00000182389"	9.01041044085198	-4.71108340542522	1.18827437374398	-3.96464277066053	7.35059423963455e-05	0.00613362985732065
"ENSG00000144290"	23.0107641816882	-4.03682668243789	0.819396619739995	-4.92658449545328	8.36794353305775e-07	0.000289007573617089
"ENSG00000198648"	1254.54919693473	1.47884686304615	0.376935311800411	3.92334391803865	8.73283493475505e-05	0.00677232972393773
"ENSG00000081479"	96.4939608968111	-3.53652697885769	0.882709784902352	-4.0064436118706	6.16398321703537e-05	0.00545768437492393
"ENSG00000071909"	12.0685645859496	-3.71617428594887	0.938200557770861	-3.96095936542438	7.4649236598418e-05	0.00615516887225138
"ENSG00000225205"	7.96099714187653	-4.54377483203573	1.44742571241808	-3.13921107871219	0.00169403374972851	0.0441740475663582
"ENSG00000128652"	37.476754945962	4.81531973808798	1.18718261317169	4.05609017910337	4.99009995672942e-05	0.00481937385172835
"ENSG00000234663"	15.0623312170486	-4.07940617253754	1.18571008883845	-3.4404752147583	0.00058069361976407	0.0231180335914089
"ENSG00000138411"	18.6554532441352	-2.39521856089913	0.730658547018435	-3.27816402158462	0.00104484663913557	0.0327314566507962
"ENSG00000279220"	10.5194197167785	-4.09215860471908	1.29970512349542	-3.14852848599509	0.00164094729219806	0.0433863136407397
"ENSG00000144583"	5.7237847821038	-5.03528580499494	1.59970883720202	-3.14762642294453	0.00164601910109436	0.0434653221113032
"ENSG00000236886"	11.8194591009728	-6.11000571658864	1.33869934613582	-4.56413587877314	5.01555878268591e-06	0.00100605357466934
"ENSG00000079308"	3863.67570914184	1.6428456316615	0.516999023188686	3.17765712888382	0.00148470215271236	0.0406995684727104
"ENSG00000198925"	496.378016229332	1.50977985361958	0.442901468042686	3.40883912688694	0.000652399400782141	0.0247135808629026
"ENSG00000116106"	18.7379021793239	-4.20645563714534	0.914299790774033	-4.6007400194024	4.20992606857967e-06	0.00089806608691991
"ENSG00000173699"	5.19200599392614	-6.11598118359621	1.67507383759315	-3.65117109845381	0.000261047251313961	0.0141191510035121
"ENSG00000171596"	103.885516101205	2.49585319083688	0.693232873411863	3.6003099197433	0.000317838110848252	0.0161143340227419
"ENSG00000115468"	13662.4609686887	1.43907309512321	0.461252711801682	3.11992332685071	0.00180898120046158	0.0461334435486908
"ENSG00000168427"	386.759676509507	1.59336420911803	0.388291093440784	4.10353015053389	4.06893397617054e-05	0.00418138087078294
"ENSG00000130294"	906.511019634252	1.91369196466259	0.571898783131668	3.34620744283346	0.000819250803998297	0.0276991750765129
"ENSG00000134121"	1068.984862133	3.23251745473923	0.795701511856163	4.06247494390027	4.85551608358382e-05	0.00475544230139165
"ENSG00000224957"	28.9366023337579	-3.48041567242898	1.05346079423156	-3.30379231148108	0.000953864691925761	0.0308027420096955
"ENSG00000134070"	39.3608137145082	-1.99266454761698	0.642082557905324	-3.10343977278823	0.00191285163972274	0.0480192515719086
"ENSG00000224514"	7.87100141542727	-5.51341940558463	1.76332094087848	-3.12672485068875	0.00176765276383427	0.0455809694763248
"ENSG00000287069"	6.40053761947968	-5.21085046270021	1.50852564398045	-3.45426707427437	0.000551790636597956	0.0221790066860693
"ENSG00000231304"	119.369741899941	-1.77740937697884	0.565682995607037	-3.14205905212245	0.00167764196510062	0.0439664435100052
"ENSG00000151789"	15.4070207768742	-3.40308144307338	0.859005986768575	-3.96165043723986	7.44334608414608e-05	0.00615516887225138
"ENSG00000077092"	288.700342268546	1.66777506458322	0.504140567170197	3.30815485439834	0.000939128650952611	0.0307358181325446
"ENSG00000235493"	3.37888050303907	-5.49504521051886	1.73403666908883	-3.16893253094024	0.00152999907272115	0.0412901819612366
"ENSG00000226320"	22.3204752012393	-6.09288053265994	1.22214102379825	-4.98541527861006	6.18288678014133e-07	0.000243360756831185
"ENSG00000168038"	311.391691002543	-1.64511857705265	0.500470963822503	-3.28714090521364	0.00101210178121197	0.0320873180210684
"ENSG00000163814"	11.3070031640249	-3.38717107804413	1.05448812338947	-3.21214720480366	0.00131746850491509	0.0374686416485382
"ENSG00000183625"	7.30628403858373	-4.38087779334005	1.24973198529942	-3.50545384520222	0.000455829527675028	0.0198934304954577
"ENSG00000236980"	4.83311314692764	-6.0063723825177	1.57103232070194	-3.82320102735635	0.000131730294052401	0.00892216124749073
"ENSG00000157445"	28.0095470666606	-3.31639121465544	0.666382826497113	-4.97670570547005	6.46755390793841e-07	0.000249851189025006
"ENSG00000163618"	19.3663840690346	-2.25852564781954	0.682276720686442	-3.31027804311897	0.000932033382724032	0.0306191313338678
"ENSG00000285708"	6.70579887044447	-5.25425540355591	1.58886146608968	-3.30693110487918	0.000943240874072792	0.0307452310531758
"ENSG00000244345"	3.79724877230089	-5.66300647494036	1.66517264375372	-3.40085245585978	0.000671760748229916	0.0250242874443291
"ENSG00000172986"	174.736900295142	-2.65763678852481	0.697873607485455	-3.80819214255814	0.000139986484897034	0.00930018490903513
"ENSG00000239440"	8.81577644174587	-3.25623617915115	1.05378788672425	-3.09002999576444	0.00200136282065798	0.0493581271199353
"ENSG00000283434"	5.15735842182818	-6.10507025394264	1.53073023782231	-3.98833844337459	6.65376924819451e-05	0.00576768347322695
"ENSG00000239589"	3.23869702647531	-5.43261473465566	1.74355575597296	-3.11582506957117	0.00183431050737116	0.0465517658081141
"ENSG00000080224"	12.0320873113163	-3.68362667728799	1.19122439994646	-3.09230290905184	0.00198610071281663	0.049090103045104
"ENSG00000251088"	8.8522798748271	-4.01113723242831	1.10301713283494	-3.63651398788249	0.000276352643000812	0.0146691920754197
"ENSG00000114487"	11.4911706132971	-5.0395273186221	1.19763543291397	-4.20789764574718	2.5775756282461e-05	0.00312479170056941
"ENSG00000228980"	9.89546472295964	-4.88012266624831	1.29634623329304	-3.76452103683102	0.000166868620440827	0.0104535924655138
"ENSG00000153283"	52.2802892047771	-5.6567474906546	0.852637936316917	-6.63440746618626	3.25808661892759e-11	1.69917362393621e-07
"ENSG00000144824"	322.713957335275	4.63361859765038	0.768814927251508	6.02696232006764	1.67069933378881e-09	2.89520194987622e-06
"ENSG00000072858"	46.5322741303897	-2.87436115581851	0.876250722593459	-3.28029533295128	0.00103698472905593	0.0326282630962832
"ENSG00000243276"	23.345643362894	-3.82804849383212	0.910730837204717	-4.20327097474975	2.63085327740332e-05	0.00313612744113776
"ENSG00000240254"	7.78351077959495	-4.5093319804589	1.27919509908703	-3.5251323145916	0.000423271317758686	0.0192791767680436
"ENSG00000244215"	6.17802239190155	-5.15239695393858	1.5347866728596	-3.35707694434085	0.000787711880608	0.0270053402868622
"ENSG00000170819"	10.0393407112776	-5.33627935828602	1.36393354888864	-3.91241887307057	9.13762396458282e-05	0.00695693334033439
"ENSG00000240216"	5.52404981907183	-6.20534490486091	1.56586375546366	-3.96288941691705	7.4048085852358e-05	0.00615425146998422
"ENSG00000238755"	40.9524815401389	-2.96744863979804	0.654249181653894	-4.53565510360525	5.74249575471782e-06	0.00109902939393732
"ENSG00000114805"	33.7629911598644	-2.02166416985535	0.638284490791142	-3.16734026758121	0.00153840197587001	0.0413964048145539
"ENSG00000244040"	9.78723054340997	-4.23627257158771	1.07103729977784	-3.95529882336162	7.64390479103074e-05	0.00622888663459736
"ENSG00000288087"	6.90853232024539	-5.31823806334994	1.49605118382416	-3.55485034259029	0.000378194289094732	0.0180994101938943
"ENSG00000241369"	6.42042189920052	-5.20765240389806	1.44449091348551	-3.60518183623056	0.000311934440606956	0.0160163818562808
"ENSG00000244128"	27.2240792369255	-4.49348300123269	0.906740131871084	-4.95564588275172	7.20904089839492e-07	0.000268549646752529
"ENSG00000206120"	13.9875950920316	-4.31021264811701	1.17508145266023	-3.6680118117423	0.000244443894048899	0.0134903282374447
"ENSG00000136603"	453.676742108817	-1.31161870734108	0.406538187848233	-3.2263111967005	0.00125396933504132	0.0365349920367275
"ENSG00000223387"	4.25363357697744	-4.57447575490611	1.47685407658805	-3.09744600189237	0.00195195954062444	0.0484759856868648
"ENSG00000144962"	5.60276565645161	-6.22416098824792	1.52058857167947	-4.0932577714782	4.2535440116297e-05	0.00424560677639269
"ENSG00000237473"	8.64342592703855	-6.85083421800962	1.49057991023195	-4.59608651034587	4.30500017698054e-06	0.00089806608691991
"ENSG00000053524"	25.2231862172761	-2.64414125299971	0.70615512019847	-3.74441985530963	0.000180811079931243	0.0111265484909902
"ENSG00000224153"	16.5315398109444	-4.81740893182796	1.24764539717204	-3.86120042020535	0.000112831299430497	0.00806086896376575
"ENSG00000163898"	54.967895003682	-2.79852162914477	0.736092014790652	-3.80186386064885	0.000143611636644821	0.00942101368568431
"ENSG00000224406"	4.42562672504637	-5.88578363413207	1.72545557707675	-3.41114759042577	0.000646900649088451	0.024581046339953
"ENSG00000197099"	18.0604903953762	-2.94639330289177	0.796791339204959	-3.69782295303523	0.000217456467786764	0.0123514171133434
"ENSG00000114279"	26.7042506881075	-3.07023078066467	0.850646663824657	-3.60929033314535	0.000307035820587093	0.0158968034192317
"ENSG00000233058"	79.1124466659013	-3.20895480388449	0.937174394345373	-3.42407434864456	0.000616897409593044	0.0239202543894433
"ENSG00000233987"	6.31357601624439	-5.18310731122424	1.4528770575487	-3.56747825584719	0.000360433278096695	0.0175677537719046
"ENSG00000237222"	61.7408998853068	-3.35846105501149	0.902914391951801	-3.7195786056213	0.000199555436623521	0.0118264942142138
"ENSG00000283183"	13.6752520998367	-5.7925676821409	1.36418857096419	-4.24616347434049	2.17461995387675e-05	0.00276614310108676
"ENSG00000175920"	122.063966067059	-3.76967959403466	1.01617866738297	-3.70966220314678	0.000207535961567467	0.0120761623199087
"ENSG00000249988"	17.932956697429	-2.94314140433659	0.797004252746482	-3.69275495606768	0.000221837756487463	0.0125074525353648
"ENSG00000248515"	7.92079983565801	-4.47329019808658	1.2136788771303	-3.68572798157574	0.000228049830414817	0.0127542828747547
"ENSG00000248545"	18.5182739311848	-3.39037200799779	0.913724117667638	-3.71049854375303	0.000206851486606879	0.0120761623199087
"ENSG00000248685"	3.57156640047375	-5.57658828446938	1.80503630857745	-3.08946044906115	0.00200520402819607	0.0493822757810302
"ENSG00000250781"	5.82362823254903	-6.28148351331144	1.51343505277814	-4.15048105419578	3.31777231459839e-05	0.00370117905106081
"ENSG00000170516"	3.82428773766251	-5.67303322109338	1.72973243463486	-3.2797172022105	0.00103911189013459	0.0326459535242433
"ENSG00000150471"	11.8000454460558	-3.74558383223267	0.972955196264488	-3.84969816350564	0.000118263471048171	0.00827883983065734
"ENSG00000145287"	62.3353426289572	-3.73131412425288	0.879642532891989	-4.24185278079436	2.21682094034882e-05	0.00277537669002395
"ENSG00000163629"	456.523716176743	2.64084867151182	0.655876322034047	4.02644306981818	5.66269416086157e-05	0.00522696738450147
"ENSG00000153064"	28.8540954456614	-5.78467227717068	1.14414627717893	-5.05588524173124	4.28398895636414e-07	0.000193143924473588
"ENSG00000251170"	4.87917362913012	-6.0260609009261	1.58693177150759	-3.7973030782548	0.000146278898670575	0.00955234101237996
"ENSG00000248373"	5.64555289800989	-6.23654741734721	1.54169551979238	-4.04525234540935	5.22667934082611e-05	0.00493365419588115
"ENSG00000286147"	9.86550009244619	-4.47934098644378	1.09102668229532	-4.10562001748672	4.03231856979157e-05	0.00418138087078294
"ENSG00000164099"	25.5941173159453	3.25946537178305	1.00186333364857	3.25340319613534	0.00114031570812825	0.0344755449090775
"ENSG00000250149"	7.64261504295995	-4.4169167309187	1.24528081508127	-3.5469242579076	0.000389756628145335	0.0184319790557019
"ENSG00000248491"	4.25026461366067	-5.82731990838771	1.73947199013428	-3.35005101630746	0.000807966778327482	0.027406495874292
"ENSG00000251676"	11.853195534815	-6.11755861362892	1.59903519621152	-3.82578108857317	0.000130358094581397	0.00888692879432197
"ENSG00000251598"	7.41415463156615	-4.871168249731	1.36997330136701	-3.55566655559663	0.000377022006236537	0.0180994101938943
"ENSG00000251488"	5.59515704971527	-6.22016696847188	1.51639844896927	-4.10193440431164	4.09710435979e-05	0.00418969088478329
"ENSG00000251291"	3.26844921499037	-5.44547863581463	1.76278330148372	-3.0891367255585	0.00200739033902083	0.0493822757810302
"ENSG00000251567"	9.39702555851654	-4.82920932053222	1.17032798037139	-4.12637260795876	3.68529995980476e-05	0.00398337007572472
"ENSG00000250969"	4.6037020595855	-5.9430586951097	1.64835462858261	-3.60544908969013	0.000311613578433994	0.0160163818562808
"ENSG00000234828"	7.92568755050288	-5.52834432863875	1.40527837699507	-3.93398519406531	8.35489320772721e-05	0.00660194800024233
"ENSG00000287544"	8.78456767080523	-5.67929416085068	1.35507617899703	-4.1911253764746	2.77574211365986e-05	0.00328729544559941
"ENSG00000254233"	8.32245389278221	-6.79571047876704	1.56723571933428	-4.33611255469195	1.45024703682404e-05	0.00203044318356955
"ENSG00000083857"	2577.56815114311	1.37712203151209	0.395914653463143	3.47833054287366	0.000504547337810691	0.0208764705465271
"ENSG00000248973"	6.03966984083155	-3.49541580342248	1.13222179232078	-3.08721827042183	0.00202039184703445	0.049410778805376
"ENSG00000249937"	10.7193387525071	-4.93344768469555	1.31406347942107	-3.75434502362781	0.000173795334511244	0.0107903109322591
"ENSG00000145526"	19.1499436446095	-4.51252942036894	0.9725248123733	-4.64001469469636	3.48384404268569e-06	0.00078996163667898
"ENSG00000154162"	26.1065794890753	-1.91588296403224	0.60052397358013	-3.1903521729705	0.00142099517053508	0.0395245070033763
"ENSG00000113100"	7.22178821095654	-3.79304275076277	1.23040672355279	-3.08275522081867	0.00205093778412647	0.049807465791225
"ENSG00000250337"	133.005514674497	-3.72963534496169	0.819466364642407	-4.55129765648063	5.33160572715826e-06	0.00105650755228419
"ENSG00000250453"	8.93068062442429	-3.17284274721592	0.98321862301226	-3.22699618676401	0.00125097127285969	0.0365349920367275
"ENSG00000259786"	8.05083208760699	-3.95361774731693	1.06587805862461	-3.7092589675958	0.000207866735771825	0.0120761623199087
"ENSG00000151388"	12.1357237159013	-3.7350976899145	1.00320934471021	-3.72314882193749	0.000196753465921345	0.0117270687216719
"ENSG00000248587"	594.032078400633	2.78463672437522	0.849458829349551	3.27813029680023	0.00104497148408179	0.0327314566507962
"ENSG00000112936"	13.6691448731993	-3.18746436916907	0.981607802379063	-3.24718727932256	0.00116551669078425	0.0350849115244593
"ENSG00000248240"	22.5119529478368	-2.22613061565438	0.673320281573018	-3.30619866440628	0.000945710101386261	0.0307621230210359
"ENSG00000249236"	47.5312552303966	-1.78841533051781	0.525306712223658	-3.40451642612243	0.000662813138103858	0.024903968048622
"ENSG00000249856"	3.74692851185945	-5.64591551906889	1.78625559556004	-3.1607545600431	0.00157361035045833	0.0421634898441924
"ENSG00000171643"	10.6758830338448	-3.07085297665227	0.902670348156424	-3.40196505061239	0.000669031930033149	0.0249672184122031
"ENSG00000171444"	2575.9054538437	1.19414161960809	0.373056112677971	3.20097052166222	0.00136965543656125	0.0384554267323071
"ENSG00000249797"	8.52107551403143	-3.59512635706563	1.15201231881912	-3.12073603583583	0.00180399659965524	0.0461190846389804
"ENSG00000253807"	7.05159788546588	-4.29042607154513	1.26201434017412	-3.39966507112207	0.000674684413055766	0.0250437571899579
